taco
brokerage,sic_codes,company_name,company_number,jurisdiction,last_full_members_list_date,date_of_creation,type,status,undeliverable_registered_office_address,has_been_liquidated,etag,has_insolvency_history,company_status,has_charges,registered_office_is_in_dispute,has_super_secure_pscs,can_file,registered_office_address.region,registered_office_address.postal_code,registered_office_address.locality,registered_office_address.address_line_1,accounts.next_accounts.period_end_on,accounts.next_accounts.due_on,accounts.next_accounts.overdue,accounts.next_accounts.period_start_on,accounts.last_accounts.made_up_to,accounts.last_accounts.type,accounts.last_accounts.period_start_on,accounts.last_accounts.period_end_on,accounts.next_due,accounts.next_made_up_to,accounts.accounting_reference_date.day,accounts.accounting_reference_date.month,accounts.overdue,confirmation_statement.next_made_up_to,confirmation_statement.overdue,confirmation_statement.last_made_up_to,confirmation_statement.next_due,links.self,links.filing_history,links.officers,links.persons_with_significant_control,registered_office_address.country,previous_company_names,registered_office_address.address_line_2,links.charges,links.persons_with_significant_control_statements,date_of_cessation,links.insolvency,branch_company_details.parent_company_name,branch_company_details.parent_company_number,branch_company_details.business_activity,links.overseas,external_registration_number,links.uk_establishments,foreign_company_details.accounts.must_file_within.months,foreign_company_details.accounts.account_period_to.day,foreign_company_details.accounts.account_period_to.month,foreign_company_details.accounts.account_period_from.day,foreign_company_details.accounts.account_period_from.month,foreign_company_details.accounting_requirement.foreign_account_type,foreign_company_details.accounting_requirement.terms_of_account_publication,foreign_company_details.governed_by,foreign_company_details.legal_form,foreign_company_details.originating_registry.country,foreign_company_details.originating_registry.name,foreign_company_details.business_activity,foreign_company_details.registration_number,foreign_company_details.is_a_credit_financial_institution,annual_return.last_made_up_to,links.registers,registered_office_address.care_of,super_secure_managing_officer_count,service_address.address_line_1,service_address.locality,service_address.postal_code,service_address.region,service_address.country,service_address.address_line_2,company_status_detail,partial_data_available
North East Insurance Services Ltd t as Coversure Newcastle,['66220'],COVERSURE INSURANCE SERVICES LIMITED,2381990,england-wales,2016-05-10,1989-05-10,ltd,,FALSE,FALSE,a0c7968f21796a62a40dde1810ee3caa5953dc03,FALSE,active,TRUE,FALSE,FALSE,TRUE,Cambridgeshire,PE29 6SR,Huntingdon,Coversure House Vantage Park,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,full,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2024-05-10,FALSE,2023-05-10,2024-05-24,/company/02381990,/company/02381990/filing-history,/company/02381990/officers,/company/02381990/persons-with-significant-control,,,Washingley Road,/company/02381990/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIBL t/as Lockyers,['66220'],AAA INSURANCE & REINSURANCE BROKERS LIMITED,4474263,england-wales,2015-07-01,2002-07-01,ltd,active,FALSE,FALSE,1eaac1e0c25d561ded67b13891a5fddbfdfc3997,TRUE,liquidation,TRUE,FALSE,FALSE,TRUE,,EC4M 7AU,London,30 Old Bailey,2020-01-31,2021-01-31,TRUE,2019-01-01,2018-12-31,full,2018-01-01,2018-12-31,2021-01-31,2020-01-31,31,1,TRUE,2021-07-01,TRUE,2020-07-01,2021-07-15,/company/04474263,/company/04474263/filing-history,/company/04474263/officers,/company/04474263/persons-with-significant-control,,"[{'name': 'AAA INSURANCE AND REINSURANCE BROKERS LIMITED', 'ceased_on': '2002-09-26', 'effective_from': '2002-09-18'}, {'name': 'INPUTMOUNT LIMITED', 'ceased_on': '2002-09-18', 'effective_from': '2002-07-01'}]",,/company/04474263/charges,,,/company/04474263/insolvency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A-Plan (RK Harrison, Dual transfer)",['70221'],AAA INSURANCE & REINSURANCE BROKERS LIMITED,4474263,england-wales,2015-07-01,2002-07-01,ltd,active,FALSE,FALSE,1eaac1e0c25d561ded67b13891a5fddbfdfc3997,TRUE,liquidation,TRUE,FALSE,FALSE,TRUE,,EC4M 7AU,London,30 Old Bailey,2020-01-31,2021-01-31,TRUE,2019-01-01,2018-12-31,full,2018-01-01,2018-12-31,2021-01-31,2020-01-31,31,1,TRUE,2021-07-01,TRUE,2020-07-01,2021-07-15,/company/04474263,/company/04474263/filing-history,/company/04474263/officers,/company/04474263/persons-with-significant-control,,"[{'name': 'AAA INSURANCE AND REINSURANCE BROKERS LIMITED', 'ceased_on': '2002-09-26', 'effective_from': '2002-09-18'}, {'name': 'INPUTMOUNT LIMITED', 'ceased_on': '2002-09-18', 'effective_from': '2002-07-01'}]",,/company/04474263/charges,,,/company/04474263/insolvency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD County Insurance Consultants Ltd Trading as Britannia Consultants,['65120'],S HUGHES CONSULTANTS LTD TRADING AS WILLS AND PROBATE SERVICES HARROGATE LIMITED,12318528,england-wales,,2019-11-18,ltd,,FALSE,,6cdfc192a258e6f1bef84d04f295d62b3d8ecfb2,FALSE,active,FALSE,FALSE,FALSE,TRUE,,HG3 1JT,Harrogate,4 Rosehurst Grove,2022-11-30,2023-08-31,FALSE,2021-12-01,2021-11-30,micro-entity,2020-12-01,2021-11-30,2023-08-31,2022-11-30,30,11,FALSE,2023-11-17,FALSE,2022-11-17,2023-12-01,/company/12318528,/company/12318528/filing-history,/company/12318528/officers,/company/12318528/persons-with-significant-control,England,,Pannal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exchequer Risk Management Limited,['66220'],G. DRIESSEN JR. RIJSWIJK B.V. TRADING AS CLEAR RISK INSURANCE BROKERS LTD,9716249,england-wales,,2015-08-04,ltd,,FALSE,,02d67631f14bf722ed7a245600c12ddc5deaa1c2,FALSE,active,FALSE,FALSE,FALSE,TRUE,Essex,SS1 1EG,Southend On Sea,1 - 5 Nelson Street,2022-12-30,2023-09-30,FALSE,2022-01-01,2021-12-31,total-exemption-full,2021-01-01,2021-12-31,2023-09-30,2022-12-30,30,12,FALSE,2023-08-03,FALSE,2022-08-03,2023-08-17,/company/09716249,/company/09716249/filing-history,/company/09716249/officers,/company/09716249/persons-with-significant-control,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Insurance Consultants Limited trading as Anderson Ashcroft,['65120'],ANDERSON ASHCROFT INSURANCE BROKERS LTD,4567051,england-wales,2015-10-18,2002-10-18,ltd,,FALSE,,b9e40ead8f8a0542a354fd84281e3acd5b532568,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7NE,London,7th Floor Corn Exchange,2022-12-31,2023-09-30,FALSE,2022-04-01,2022-03-31,audit-exemption-subsidiary,2021-04-01,2022-03-31,2023-09-30,2022-12-31,31,12,FALSE,2023-10-18,FALSE,2022-10-18,2023-11-01,/company/04567051,/company/04567051/filing-history,/company/04567051/officers,/company/04567051/persons-with-significant-control,England,"[{'ceased_on': '2008-09-23', 'effective_from': '2007-02-19', 'name': 'ANDERSON ASHCROFT (CHORLEY) LIMITED'}, {'ceased_on': '2007-02-19', 'effective_from': '2002-10-18', 'name': 'CROSSLEY MORRIS INSURANCE BROKERS LIMITED'}]",55 Mark Lane,/company/04567051/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J M Glendinning (Insurance Brokers) Ltd (North Yorkshire),,J.M. GLENDINNING (INSURANCE BROKERS) CORPORATE LIMITED,8814614,england-wales,2015-12-13,2013-12-13,ltd,active,FALSE,FALSE,f7127366fc85ec549598d2bff47891ed7830dd05,FALSE,active,TRUE,FALSE,FALSE,TRUE,,LS20 9LT,Leeds,Elmwood House Ghyll Royd,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,audit-exemption-subsidiary,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2023-12-13,FALSE,2022-12-13,2023-12-27,/company/08814614,/company/08814614/filing-history,/company/08814614/officers,/company/08814614/persons-with-significant-control,,"[{'ceased_on': '2015-02-25', 'name': 'J.M. GLENDINNING (INSURANCE BROKERS) MIDLANDS LIMITED', 'effective_from': '2014-01-08'}, {'ceased_on': '2014-01-08', 'effective_from': '2013-12-13', 'name': 'GWECO 611 LIMITED'}]",Guiseley,/company/08814614/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.E. Sills & Sons Ltd,,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),FC032718,united-kingdom,,2015-05-01,oversea-company,,FALSE,,49aff099ee1e3fd009e3642cd740d171cbaae8d0,FALSE,active,FALSE,,,FALSE,Beijing,,"Xichend District,","Room 1937-1943a, Building 10 - Building 6,8,10,12,16,18,",2015-12-31,,FALSE,,2014-12-31,null,,2014-12-31,,2015-12-31,,,FALSE,,,,,/company/FC032718,/company/FC032718/filing-history,/company/FC032718/officers,,,,"Xuanwumenwai Street,",,,,,,,,,110102005766463,/company/FC032718/uk-establishments,3,31,12,1,1,accounting-requirements-of-originating-country-apply,accounts-publication-date-supplied-by-company,"Company Law Of China, Insurance Law Of China - Provisions Of The Supervision & Administration Of Insurance Brokerage Institutions (2013 Revision)",Limited Private Company,CHINA,Beijing Administation For Industry And Commerce (Baic),"Establish Insurance Plans For The Insurance Applicant, Choose The Insurer, Perfo",110102005766463,FALSE,,,,,,,,,,,,
James Hallam Ltd,,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),FC032718,united-kingdom,,2015-05-01,oversea-company,,FALSE,,49aff099ee1e3fd009e3642cd740d171cbaae8d0,FALSE,active,FALSE,,,FALSE,Beijing,,"Xichend District,","Room 1937-1943a, Building 10 - Building 6,8,10,12,16,18,",2015-12-31,,FALSE,,2014-12-31,null,,2014-12-31,,2015-12-31,,,FALSE,,,,,/company/FC032718,/company/FC032718/filing-history,/company/FC032718/officers,,,,"Xuanwumenwai Street,",,,,,,,,,110102005766463,/company/FC032718/uk-establishments,3,31,12,1,1,accounting-requirements-of-originating-country-apply,accounts-publication-date-supplied-by-company,"Company Law Of China, Insurance Law Of China - Provisions Of The Supervision & Administration Of Insurance Brokerage Institutions (2013 Revision)",Limited Private Company,CHINA,Beijing Administation For Industry And Commerce (Baic),"Establish Insurance Plans For The Insurance Applicant, Choose The Insurer, Perfo",110102005766463,FALSE,,,,,,,,,,,,
Gravity Risk Services Ltd,['64205'],INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD UK BRANCH,BR023324,,,2020-12-23,uk-establishment,,,,8635196e27bcb1555cbba315fb64efa438c053d8,,open,,,FALSE,FALSE,,EC3A 5EB,London,33 Creechurch Lane,,,,,,,,,,,,,,,,,,/company/BR023324,,,,,,,,,,,INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD,FC038232,(Re)Insurance Broking,/company/FC038232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Towergate (London City),['82990'],ARDONAGH ADVISORY HOLDINGS LIMITED,11550030,england-wales,,2018-09-03,ltd,,FALSE,,bcc5209a815fa579942ed3bbf6f9064fd06f0923,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7PD,London,2 Minster Court,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,audit-exemption-subsidiary,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-09-02,FALSE,2022-09-02,2023-09-16,/company/11550030,/company/11550030/filing-history,/company/11550030/officers,/company/11550030/persons-with-significant-control,United Kingdom,"[{'ceased_on': '2019-12-12', 'effective_from': '2018-09-03', 'name': 'TOWERGATE INSURANCE BROKING HOLDINGS LIMITED'}]",Mincing Lane,/company/11550030/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIBL re Finch Commercial Insurance Brokers Ltd (Premier) CANX,,FINCH COMMERCIAL INSURANCE BROKERS LTD,4251300,england-wales,2015-07-12,2001-07-12,ltd,active,FALSE,FALSE,50127762deca4b69d1af5fae2939558215fea8a9,FALSE,active,TRUE,FALSE,FALSE,TRUE,Berkshire,RG5 3JP,Reading,53a Crockhamwell Road,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,full,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-07-01,FALSE,2022-07-01,2023-07-15,/company/04251300,/company/04251300/filing-history,/company/04251300/officers,/company/04251300/persons-with-significant-control,United Kingdom,"[{'name': 'FINCH COMMERCIAL LTD', 'ceased_on': '2003-02-27', 'effective_from': '2001-07-12'}]",Woodley,/company/04251300/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prima Financial Services Ltd (Hedron Network),['65120'],CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),FC032718,united-kingdom,,2015-05-01,oversea-company,,FALSE,,49aff099ee1e3fd009e3642cd740d171cbaae8d0,FALSE,active,FALSE,,,FALSE,Beijing,,"Xichend District,","Room 1937-1943a, Building 10 - Building 6,8,10,12,16,18,",2015-12-31,,FALSE,,2014-12-31,null,,2014-12-31,,2015-12-31,,,FALSE,,,,,/company/FC032718,/company/FC032718/filing-history,/company/FC032718/officers,,,,"Xuanwumenwai Street,",,,,,,,,,110102005766463,/company/FC032718/uk-establishments,3,31,12,1,1,accounting-requirements-of-originating-country-apply,accounts-publication-date-supplied-by-company,"Company Law Of China, Insurance Law Of China - Provisions Of The Supervision & Administration Of Insurance Brokerage Institutions (2013 Revision)",Limited Private Company,CHINA,Beijing Administation For Industry And Commerce (Baic),"Establish Insurance Plans For The Insurance Applicant, Choose The Insurer, Perfo",110102005766463,FALSE,,,,,,,,,,,,
SEIB Insurance Brokers Limited (Premier),['65120'],SEIB INSURANCE BROKERS LIMITED,6317314,england-wales,2015-07-18,2007-07-18,ltd,active,FALSE,FALSE,dee0bce27f476390426e0188176bda051e1801fa,FALSE,active,TRUE,FALSE,FALSE,TRUE,,GL3 4AW,Gloucester,"Benefact House, 2000 Pioneer Avenue",2023-12-31,2024-09-30,FALSE,2023-01-01,2022-12-31,full,2022-01-01,2022-12-31,2024-09-30,2023-12-31,31,12,FALSE,2023-07-18,FALSE,2022-07-18,2023-08-01,/company/06317314,/company/06317314/filing-history,/company/06317314/officers,/company/06317314/persons-with-significant-control,United Kingdom,"[{'effective_from': '2008-04-03', 'ceased_on': '2021-02-18', 'name': 'SOUTH ESSEX INSURANCE BROKERS LIMITED'}, {'effective_from': '2008-03-04', 'ceased_on': '2008-04-03', 'name': 'SEIG (2007) NUMBER 4 LIMITED'}, {'effective_from': '2007-07-18', 'ceased_on': '2008-03-04', 'name': 'HLF 3275 LIMITED'}]","Gloucester Business Park, Brockworth",/company/06317314/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauntlet Insurance Services,['66220'],GAUNTLET INSURANCE SERVICES LIMITED,1735637,england-wales,2016-04-12,1983-06-30,ltd,active,FALSE,FALSE,9bc645b2fcfc492d54b3b0d4478c404c540dea73,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7NE,London,7th Floor Corn Exchange,2022-12-31,2023-09-30,FALSE,2022-04-01,2022-03-31,audit-exemption-subsidiary,2021-04-01,2022-03-31,2023-09-30,2022-12-31,31,12,FALSE,2024-04-21,FALSE,2023-04-21,2024-05-05,/company/01735637,/company/01735637/filing-history,/company/01735637/officers,/company/01735637/persons-with-significant-control,England,"[{'ceased_on': '2015-04-19', 'effective_from': '1983-08-10', 'name': 'GAUNTLET HERITAGE INSURANCE SERVICES LIMITED'}, {'effective_from': '1983-06-30', 'name': 'TUDOROBIN LIMITED', 'ceased_on': '1983-08-10'}]",55 Mark Lane,/company/01735637/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Lole & Co Ltd (Advantage) CANX,['66220'],PETER HOARE & COMPANY (INSURANCE BROKERS) LIMITED,1051139,england-wales,2015-12-19,1972-04-24,ltd,,FALSE,FALSE,68e6206d7b66d2970f46bba92f264d991b0acd81,FALSE,active,TRUE,FALSE,FALSE,TRUE,South Yorkshire,S10 3GS,Sheffield,Ranmoor House,2023-10-31,2024-07-31,FALSE,2022-11-01,2022-10-31,total-exemption-full,2021-11-01,2022-10-31,2024-07-31,2023-10-31,31,10,FALSE,2024-05-26,FALSE,2023-05-26,2024-06-09,/company/01051139,/company/01051139/filing-history,/company/01051139/officers,/company/01051139/persons-with-significant-control,,,237 Graham Road,/company/01051139/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H W Wood Ltd,['65120'],WOODWARD MARKWELL INSURANCE BROKERS HOLDINGS LIMITED,7859958,england-wales,2015-11-24,2011-11-24,ltd,active,FALSE,FALSE,4f907fe94396f82edcb51ce045552e61425cfd02,FALSE,active,TRUE,FALSE,FALSE,TRUE,,IP1 1SL,Ipswich,Friars House,2023-01-31,2023-10-31,FALSE,2022-02-01,2022-01-31,total-exemption-full,2021-02-01,2022-01-31,2023-10-31,2023-01-31,31,1,FALSE,2023-08-03,FALSE,2022-08-03,2023-08-17,/company/07859958,/company/07859958/filing-history,/company/07859958/officers,/company/07859958/persons-with-significant-control,,"[{'effective_from': '2011-11-24', 'name': 'JOHNSON MONK PARTNERSHIP LTD', 'ceased_on': '2012-04-19'}]",Falcon Street,/company/07859958/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A-Plan (RK Harrison, Knight Frank)",['64205'],KNIGHT SQUARE INSURANCE BROKERS LIMITED,3479579,england-wales,2016-05-09,1997-12-11,ltd,,FALSE,FALSE,9cd1a7eb99875faee3e5fcda9595d9751abd90a8,FALSE,active,TRUE,FALSE,FALSE,TRUE,Hampshire,BH25 5NR,New Milton,Queensway House,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,total-exemption-full,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2024-05-09,FALSE,2023-05-09,2024-05-23,/company/03479579,/company/03479579/filing-history,/company/03479579/officers,/company/03479579/persons-with-significant-control,,"[{'effective_from': '2015-05-07', 'ceased_on': '2022-10-24', 'name': 'FIRSTPORT INSURANCE SERVICES LIMITED'}, {'effective_from': '1998-10-09', 'name': 'KINGSBOROUGH INSURANCE SERVICES LIMITED', 'ceased_on': '2015-05-07'}, {'ceased_on': '1998-10-09', 'name': 'HICKRENT LIMITED', 'effective_from': '1997-12-11'}]",11 Queensway,/company/03479579/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Towergate Riskline (IBA 5) (Maidenhead),['66220'],ARDONAGH ADVISORY HOLDINGS LIMITED,11550030,england-wales,,2018-09-03,ltd,,FALSE,,bcc5209a815fa579942ed3bbf6f9064fd06f0923,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7PD,London,2 Minster Court,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,audit-exemption-subsidiary,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-09-02,FALSE,2022-09-02,2023-09-16,/company/11550030,/company/11550030/filing-history,/company/11550030/officers,/company/11550030/persons-with-significant-control,United Kingdom,"[{'ceased_on': '2019-12-12', 'effective_from': '2018-09-03', 'name': 'TOWERGATE INSURANCE BROKING HOLDINGS LIMITED'}]",Mincing Lane,/company/11550030/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Partners& (South Molton),['66220'],AAA INSURANCE & REINSURANCE BROKERS LIMITED,4474263,england-wales,2015-07-01,2002-07-01,ltd,active,FALSE,FALSE,1eaac1e0c25d561ded67b13891a5fddbfdfc3997,TRUE,liquidation,TRUE,FALSE,FALSE,TRUE,,EC4M 7AU,London,30 Old Bailey,2020-01-31,2021-01-31,TRUE,2019-01-01,2018-12-31,full,2018-01-01,2018-12-31,2021-01-31,2020-01-31,31,1,TRUE,2021-07-01,TRUE,2020-07-01,2021-07-15,/company/04474263,/company/04474263/filing-history,/company/04474263/officers,/company/04474263/persons-with-significant-control,,"[{'name': 'AAA INSURANCE AND REINSURANCE BROKERS LIMITED', 'ceased_on': '2002-09-26', 'effective_from': '2002-09-18'}, {'name': 'INPUTMOUNT LIMITED', 'ceased_on': '2002-09-18', 'effective_from': '2002-07-01'}]",,/company/04474263/charges,,,/company/04474263/insolvency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coversure Insurance Services Middlesbrough T/A Coversure Insurance Services,['65120'],COVERSURE INSURANCE SERVICES LIMITED,2381990,england-wales,2016-05-10,1989-05-10,ltd,,FALSE,FALSE,a0c7968f21796a62a40dde1810ee3caa5953dc03,FALSE,active,TRUE,FALSE,FALSE,TRUE,Cambridgeshire,PE29 6SR,Huntingdon,Coversure House Vantage Park,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,full,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2024-05-10,FALSE,2023-05-10,2024-05-24,/company/02381990,/company/02381990/filing-history,/company/02381990/officers,/company/02381990/persons-with-significant-control,,,Washingley Road,/company/02381990/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Insurance Consultants Limited t/as Wrexham Insurance Services,"['65120', '65202']",COUNTY INSURANCE CONSULTANTS LIMITED,4787941,england-wales,2016-06-05,2003-06-05,ltd,,FALSE,,b0bfdac4eacd5dd521f87b6518c2f758f6335d02,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7NE,London,7th Floor Corn Exchange,2022-12-31,2023-09-30,FALSE,2022-04-01,2022-03-31,audit-exemption-subsidiary,2021-04-01,2022-03-31,2023-09-30,2022-12-31,31,12,FALSE,2023-06-05,FALSE,2022-06-05,2023-06-19,/company/04787941,/company/04787941/filing-history,/company/04787941/officers,/company/04787941/persons-with-significant-control,England,,55 Mark Lane,/company/04787941/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astute Insurance Solutions Ltd,,ASTUTE INSURANCE SOLUTIONS LIMITED,6776503,england-wales,2015-12-18,2008-12-18,ltd,active,FALSE,FALSE,7b682b36bb80d2f5f65d649c790fac3fdb9622fc,FALSE,active,TRUE,FALSE,FALSE,TRUE,West Yorkshire,LS20 9LT,Leeds,Elmwood House Ghyll Royd,2023-03-31,2023-12-31,FALSE,2022-01-01,2021-12-31,total-exemption-full,2021-01-01,2021-12-31,2023-12-31,2023-03-31,31,3,FALSE,2023-12-18,FALSE,2022-12-18,2024-01-01,/company/06776503,/company/06776503/filing-history,/company/06776503/officers,/company/06776503/persons-with-significant-control,England,,Guiseley,/company/06776503/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brents of Brentwood Ltd (Advantage),['96090'],CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),FC032718,united-kingdom,,2015-05-01,oversea-company,,FALSE,,49aff099ee1e3fd009e3642cd740d171cbaae8d0,FALSE,active,FALSE,,,FALSE,Beijing,,"Xichend District,","Room 1937-1943a, Building 10 - Building 6,8,10,12,16,18,",2015-12-31,,FALSE,,2014-12-31,null,,2014-12-31,,2015-12-31,,,FALSE,,,,,/company/FC032718,/company/FC032718/filing-history,/company/FC032718/officers,,,,"Xuanwumenwai Street,",,,,,,,,,110102005766463,/company/FC032718/uk-establishments,3,31,12,1,1,accounting-requirements-of-originating-country-apply,accounts-publication-date-supplied-by-company,"Company Law Of China, Insurance Law Of China - Provisions Of The Supervision & Administration Of Insurance Brokerage Institutions (2013 Revision)",Limited Private Company,CHINA,Beijing Administation For Industry And Commerce (Baic),"Establish Insurance Plans For The Insurance Applicant, Choose The Insurer, Perfo",110102005766463,FALSE,,,,,,,,,,,,
Eastlake & Beachell Limited (Advantage) Open market,['66220'],EASTLAKE & BEACHELL LIMITED,1038082,england-wales,2015-08-16,1972-01-13,ltd,,FALSE,FALSE,4100840dd2e8e4aada389434a6ae2c1c15e665a1,FALSE,active,FALSE,FALSE,FALSE,TRUE,,LE1 6RX,Leicester,7 The Crescent,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,unaudited-abridged,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2023-07-01,FALSE,2022-07-01,2023-07-15,/company/01038082,/company/01038082/filing-history,/company/01038082/officers,/company/01038082/persons-with-significant-control,England,,King Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgans Insurance Limited (Hedron Network),,MORGANS INSURANCE LIMITED,8279005,england-wales,2015-11-02,2012-11-02,ltd,active,FALSE,FALSE,b4ef60baf9eb448c59a41587a73a77497ac598c1,FALSE,active,TRUE,FALSE,FALSE,TRUE,Essex,CO1 1TG,Colchester,"The Octagon Suite E2, 2nd Floor",2023-04-30,2024-01-31,FALSE,2022-05-01,2022-04-30,total-exemption-full,2021-05-01,2022-04-30,2024-01-31,2023-04-30,30,4,FALSE,2023-11-02,FALSE,2022-11-02,2023-11-16,/company/08279005,/company/08279005/filing-history,/company/08279005/officers,/company/08279005/persons-with-significant-control,England,,Middleborough,/company/08279005/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aon Limited (Isle of Man) (Glasgow APC) CANX,['65110'],LOCKTON INSURANCE BROKERS (IRELAND) LIMITED UK BRANCH,BR021299,,,2019-03-06,uk-establishment,,,,286fb49a451c6e24299c7f53121a63149721c0fa,,closed,,,FALSE,FALSE,,EC3A 7AG,London,The St Botolph Building 138 Houndsditch,,,,,,,,,,,,,,,,,,/company/BR021299,,,,,,,,,,,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED,FC036211,Insurance Intermediation,/company/FC036211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quartz Insurance Brokers Limited,['65120'],QUARTZ INSURANCE BROKERS LIMITED,6737067,england-wales,2015-10-30,2008-10-30,ltd,active,FALSE,FALSE,117c255b02929e85d4fb3921b4b7380aff288dc7,FALSE,active,TRUE,FALSE,FALSE,TRUE,,BS1 6HL,Bristol,Bath House,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,total-exemption-full,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-10-30,FALSE,2022-10-30,2023-11-13,/company/06737067,/company/06737067/filing-history,/company/06737067/officers,/company/06737067/persons-with-significant-control,United Kingdom,,6-8 Bath Street,/company/06737067/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk Management and Insurance Services,,RISK MANAGEMENT AND INSURANCE SERVICES LIMITED,2523743,england-wales,2016-06-29,1990-07-19,ltd,,FALSE,FALSE,c86e92f87a9fe4a609aea56fe063d657e1e589fb,FALSE,active,FALSE,FALSE,FALSE,TRUE,,SM2 5DA,Sutton,Salatin House,2023-07-31,2024-04-30,FALSE,2022-08-01,2022-07-31,dormant,2021-08-01,2022-07-31,2024-04-30,2023-07-31,31,7,FALSE,2023-06-29,FALSE,2022-06-29,2023-07-13,/company/02523743,/company/02523743/filing-history,/company/02523743/officers,/company/02523743/persons-with-significant-control,England,,19 Cedar Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
